2025-03-24 03:25:02, 1984.56
2025-03-24 03:30:01, 1984.97
2025-03-24 03:35:01, 1987.37
2025-03-24 03:40:01, 1985.2
2025-03-24 03:45:01, 1986.8
2025-03-24 03:50:02, 1987.05
2025-03-24 03:55:01, 1988.46
2025-03-24 04:00:01, 1992.04
2025-03-24 04:05:01, 1991.37
2025-03-24 04:10:01, 2000.0
2025-03-24 04:15:02, 2000.46
2025-03-24 04:20:01, 2006.49
2025-03-24 04:25:01, 2014.25
2025-03-24 04:30:01, 2011.25
2025-03-24 04:35:01, 2009.52
2025-03-24 04:40:01, 2011.81
2025-03-24 04:45:02, 2009.39
2025-03-24 04:50:01, 2007.63
2025-03-24 04:55:01, 2010.63
2025-03-24 05:00:01, 2013.81
2025-03-24 05:05:01, 2018.62
2025-03-24 05:10:01, 2019.42
2025-03-24 05:15:02, 2016.34
2025-03-24 05:20:01, 2017.57
2025-03-24 05:25:01, 2019.31
2025-03-24 05:30:01, 2019.03
2025-03-24 05:35:01, 2017.27
2025-03-24 05:40:01, 2018.45
2025-03-24 05:45:02, 2026.12
2025-03-24 05:50:01, 2029.15
2025-03-24 05:55:01, 2030.98
2025-03-24 06:00:01, 2034.27
2025-03-24 06:05:02, 2041.94
2025-03-24 06:10:01, 2042.9
2025-03-24 06:15:01, 2042.96
2025-03-24 06:20:01, 2045.55
2025-03-24 06:25:02, 2045.55
2025-03-24 06:30:01, 2042.7
2025-03-24 06:35:01, 2045.23
2025-03-24 06:40:01, 2048.34
2025-03-24 06:45:01, 2049.98
2025-03-24 06:50:02, 2050.0
2025-03-24 06:55:01, 2047.77
2025-03-24 07:00:01, 2048.11
2025-03-24 07:05:01, 2050.41
2025-03-24 07:10:01, 2051.03
2025-03-24 07:15:01, 2062.28
2025-03-24 07:20:01, 2067.95
2025-03-24 07:25:01, 2063.19
2025-03-24 07:30:01, 2062.85
2025-03-24 07:35:02, 2064.79
2025-03-24 07:40:01, 2065.83
2025-03-24 07:45:01, 2065.31
2025-03-24 07:50:02, 2066.79
2025-03-24 07:55:01, 2070.25
2025-03-24 08:00:01, 2069.17
2025-03-24 08:05:02, 2069.25
2025-03-24 08:10:01, 2069.92
2025-03-24 08:15:01, 2067.67
2025-03-24 08:20:01, 2072.04
2025-03-24 08:25:02, 2069.6
2025-03-24 08:30:01, 2070.34
2025-03-24 08:35:01, 2071.14
2025-03-24 08:40:01, 2070.85
2025-03-24 08:45:02, 2071.16
2025-03-24 08:50:01, 2075.57
2025-03-24 08:55:01, 2074.39
2025-03-24 09:00:01, 2070.49
2025-03-24 09:05:02, 2073.18
2025-03-24 09:10:01, 2075.14
2025-03-24 09:15:01, 2076.45
2025-03-24 09:20:01, 2077.42
2025-03-24 09:25:01, 2081.4
2025-03-24 09:30:02, 2083.97
2025-03-24 09:35:01, 2084.73
2025-03-24 09:40:01, 2084.02
2025-03-24 09:45:01, 2083.88
2025-03-24 09:50:02, 2083.67
2025-03-24 09:55:01, 2088.23
2025-03-24 10:00:01, 2091.25
2025-03-24 10:05:01, 2089.21
2025-03-24 10:10:01, 2090.03
2025-03-24 10:15:01, 2087.74
2025-03-24 10:20:01, 2091.51
2025-03-24 10:25:02, 2088.0
2025-03-24 10:30:01, 2086.46
